model,run_file,drive_link,domain,mode,gold_answer,model_answer,verdict
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/bd91a2c26f05.txt,https://drive.google.com/file/d/1pe1S7WEaDt28Udbp7C6nsncX11grywpL/view,world-religions-belief-systems,default,"decentralized congregations or schools: Rabbinic Judaism, Congregationalist Christianity, Sunni Islam, Quakerism | impersonal cosmic principle: Religious Daoism, Kashmir Shaivism, Advaita Vedanta, Falun Gong | lineage/tradition and teachers: Zen Buddhism, Tibetan Buddhism, Twelver Shi'a Islam, Santería (Lucumí) | salvation or reconciliation with the divine: Eastern Orthodoxy, Zoroastrianism, Gaudiya Vaishnavism, Evangelical Protestantism","advaita vedanta, gaudiya vaishnavism, kashmir shaivism, tibetan buddhism | falun gong, quakerism, religious daoism, zen buddhism | eastern orthodoxy, rabbinic judaism, sunni islam, zoroastrianism | congregationalist christianity, evangelical protestantism, santería (lucumí), twelver shi'a islam",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/be5729d74edd.txt,https://drive.google.com/file/d/1RegEuDkYUrkuxgwImSIEZ8EQ2ZyZHBOS/view,world-food-cuisine,default,"East Asian: Mapo Tofu, Sushi, Bibimbap, Tempura | meat: Lamb Tagine, Beef Stroganoff, Roast Chicken, Pork Schnitzel | sweet: Baklava Ice Cream, Chocolate Mousse, Fruit Tart, Sweet Red Bean Bun | vegetarian: Pão de Queijo, Falafel, Vegetable Samosa, Eggplant Parmesan","bibimbap, mapo tofu, sushi, sweet red bean bun | beef stroganoff, eggplant parmesan, fruit tart, pork schnitzel | baklava ice cream, falafel, lamb tagine, vegetable samosa | chocolate mousse, pão de queijo, roast chicken, tempura",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c254020fd6b6.txt,https://drive.google.com/file/d/1m9DBnbxYInevVVuddCU7r7asgP4wv3nV/view,economy-business,default,"financial services: Insurance underwriting, Payment processing, Retail banking, Investment banking | national: Nationwide logistics network, Countrywide supermarket chain, Domestic airline network, National public broadcaster | privately held: Private partnership, Employee-owned private firm, Closely held corporation, Family-owned company | retail: Department store retailing, Specialty apparel shop, Supermarket merchandising, E-commerce storefront","closely held corporation, employee-owned private firm, family-owned company, private partnership | insurance underwriting, investment banking, payment processing, retail banking | department store retailing, e-commerce storefront, specialty apparel shop, supermarket merchandising | countrywide supermarket chain, domestic airline network, national public broadcaster, nationwide logistics network",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c3d2a5b74ab6.txt,https://drive.google.com/file/d/1JMtEdVHcAbSFE5nC9hgC9j6azN-HM1Xs/view,economy-business,default,"advertising-supported: Free search engine results page, Ad-funded mobile game, Free social media feed, Broadcast commercial TV program | global: Multinational supply chain, Global shipping route network, International franchise system, Worldwide cloud platform | national: Domestic airline network, Countrywide supermarket chain, Nationwide logistics network, National public broadcaster | state-owned: Government-controlled utility, Crown corporation, State-owned enterprise, Sovereign development bank","crown corporation, national public broadcaster, sovereign development bank, state-owned enterprise | ad-funded mobile game, broadcast commercial tv program, free search engine results page, free social media feed | countrywide supermarket chain, domestic airline network, government-controlled utility, nationwide logistics network | global shipping route network, international franchise system, multinational supply chain, worldwide cloud platform",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c3dab0844850.txt,https://drive.google.com/file/d/1mtrp_vzIZw58U6LrFDF8rwuKCUz8P4zb/view,world-food-cuisine,default,"East Asian: Sushi, Mapo Tofu, Tempura, Bibimbap | raw: Baklava, Tiradito, Spicy Shishito Peppers, Leche de Tigre | savory: Bakso, Empanada, Miso Soup, Spanakopita | spicy: Spicy Tuna Roll, Vindaloo, Jalapeño Poppers, Kimchi","miso soup, spicy tuna roll, sushi, tempura | bibimbap, kimchi, mapo tofu, spicy shishito peppers | empanada, leche de tigre, tiradito, vindaloo | baklava, bakso, jalapeño poppers, spanakopita",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c4658fbc2117.txt,https://drive.google.com/file/d/1_fbQ3am0qtehl1laVupfXm980_UdzL8u/view,economy-business,default,"advertising-supported: Free social media feed, Ad-funded mobile game, Free search engine results page, Broadcast commercial TV program | global: Multinational supply chain, Worldwide cloud platform, Global shipping route network, International franchise system | manufacturing: Contract electronics assembly, Pharmaceutical tablet pressing, Injection molding, CNC machining | state-owned: Government-controlled utility, Crown corporation, State-owned enterprise, Sovereign development bank","ad-funded mobile game, broadcast commercial tv program, free search engine results page, free social media feed | crown corporation, government-controlled utility, sovereign development bank, state-owned enterprise | global shipping route network, international franchise system, multinational supply chain, worldwide cloud platform | cnc machining, contract electronics assembly, injection molding, pharmaceutical tablet pressing",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c747a73605ee.txt,https://drive.google.com/file/d/1UFEMEMPrGIM5cqbwBTS2WKsRBSe2giC2/view,world-history,default,"City-state: City of Carthage, Great Zimbabwe, Luoyang (Han), Hong Kong (Modern) | Europe: Renaissance Florence, Ancient Athens, Napoleonic France, Holy Roman Empire | Industrial: Detroit (Industrial), Shanghai (Modern), Florence (Modern), Ruhr Valley (Industrial) | Sub-Saharan Africa: Buganda Kingdom, Swazi Kingdom, Kingdom of Ghana, Kongo Kingdom",,NO_ANSWER (bad json)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c98ed4de00b0.txt,https://drive.google.com/file/d/1pJ-f7_6ZJRR6Yfe9ZFVfLQthO-NPfoMj/view,world-history,default,"Agricultural: Ancient Egypt (Agricultural), Neolithic Europe, Indus Valley Civilization, Mesoamerican Maize Cultures | City-state: Hong Kong (Modern), Mbanza Kongo, Uruk, Great Zimbabwe | East Asia: Han Dynasty, Silla Kingdom, Meiji Japan, Song Dynasty | Industrial: Ruhr Valley (Industrial), Detroit (Industrial), Florence (Modern), Shanghai (Modern)","ancient egypt (agricultural), indus valley civilization, neolithic europe, uruk | great zimbabwe, han dynasty, silla kingdom, song dynasty | florence (modern), mbanza kongo, meiji japan, mesoamerican maize cultures | detroit (industrial), hong kong (modern), ruhr valley (industrial), shanghai (modern)",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c99ee3cc4287.txt,https://drive.google.com/file/d/1SCeBcMxXUmMTuSBY0OVeCiwC8sCgQi1Z/view,economy-business,default,"financial services: Insurance underwriting, Retail banking, Investment banking, Payment processing | privately held: Employee-owned private firm, Private partnership, Family-owned company, Closely held corporation | publicly traded: Public shareholder company, Exchange-traded real estate trust, IPO-listed company, Exchange-listed corporation | retail: E-commerce storefront, Department store retailing, Supermarket merchandising, Specialty apparel shop","exchange-listed corporation, exchange-traded real estate trust, ipo-listed company, public shareholder company | closely held corporation, employee-owned private firm, family-owned company, private partnership | insurance underwriting, investment banking, payment processing, retail banking | department store retailing, e-commerce storefront, specialty apparel shop, supermarket merchandising",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c9c8d53c09eb.txt,https://drive.google.com/file/d/1FvvJ9XnBHYKMwuAkJ4NH88jfQp1k8Ee0/view,world-history,default,"City-state: Luoyang (Han), City of Carthage, Hong Kong (Modern), Uruk | Hunter-gatherer: Magdalenian Culture, Hadza People, Paleolithic Europe, Namib Hunter-Gatherer Bands | Republic: French Third Republic, Florentine Republic, Novgorod Republic, Republic of Venice | Sub-Saharan Africa: Kongo Kingdom, Kingdom of Ghana, Zulu Kingdom, Swazi Kingdom","hadza people, magdalenian culture, namib hunter-gatherer bands, paleolithic europe | florentine republic, novgorod republic, republic of venice, uruk | kingdom of ghana, kongo kingdom, swazi kingdom, zulu kingdom | city of carthage, french third republic, hong kong (modern), luoyang (han)",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/c9cee1797c5f.txt,https://drive.google.com/file/d/15DA5lm4yGc3PmD1x2JBP2oYpdm4pG3at/view,technology-computing,default,"Linux: Linux Desktop Only, Linux Server, Linux Media Server, Linux IoT Device | laptop: Mac Gamer’s Laptop, Windows Entertainment Tablet, Linux Streambook, Indie Game Dev Laptop | smartphone: Wireless Gaming Phone, Wireless Workphone, Android Game Phone, Windows Productivity Phone | wired: Ethernet Cable, Wired Headphones, Wired Mouse, Wired Printer","ethernet cable, wired headphones, wired mouse, wired printer | linux desktop only, linux iot device, linux media server, linux streambook | android game phone, windows productivity phone, wireless gaming phone, wireless workphone | indie game dev laptop, linux server, mac gamer's laptop, windows entertainment tablet",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/ca40e0f9c3f3.txt,https://drive.google.com/file/d/1Wemm0SsBnX--kg-EiVYtY0N9myq7QQfj/view,world-politics-governance,default,"authoritarian: Russian Federation, North Korea, Islamic Republic of Iran, Saudi Arabia | hybrid/competitive authoritarian: Serbia, Singapore, Hungary, Turkey | state government: United States Department of Defense, Cabinet, National legislature, Civil service | subnational/local: Barcelona City Council, California Air Resources Board, Hong Kong Monetary Authority, Kurdistan Regional Government Ministry of Peshmerga Affairs","cuba, islamic republic of iran, north korea, russian federation | barcelona city council, kurdistan regional government ministry of peshmerga affairs, saudi arabia, turkey | cabinet, civil service, hong kong monetary authority, national legislature | hungary, serbia, singapore, united states department of defense",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/cb0a76ec0ea5.txt,https://drive.google.com/file/d/1weLzOB6vW76yisr4OY4yP-FBgWrhqUxw/view,world-food-cuisine,default,"Mediterranean: Greek Salad, Fattoush, Peperonata, Shakshuka | meat: Lamb Tagine, Beef Stroganoff, Pork Schnitzel, Roast Chicken | steamed: Steamed Fish with Ginger, Grilled Tofu Skewers, Steamed Dumplings, Sweet Potato Mochi | sweet: Rice Pudding, Baklava Ice Cream, Sweet Red Bean Bun, Chocolate Mousse","fattoush, greek salad, peperonata, shakshuka | baklava ice cream, lamb tagine, steamed dumplings, sweet red bean bun | beef stroganoff, pork schnitzel, rice pudding, roast chicken | chocolate mousse, grilled tofu skewers, steamed fish with ginger, sweet potato mochi",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/cf0c4a05b7a5.txt,https://drive.google.com/file/d/1uy0jFzbgLvAr7oFpd61Bve7HhK1jsmlv/view,arts-high-culture,default,"East Asian: Yangtze River, Mount Fuji, Great Wall of China, Hangul | European: Danube, Baltic Sea, Northern humanist scholarship, Iberian Peninsula | contemporary: Installation art, Social practice art, Digital media art, Performance art | court-sponsored: Privy purse, Master of the Revels, Royal commission, Court patronage","great wall of china, hangul, mount fuji, yangtze river | digital media art, installation art, performance art, social practice art | baltic sea, danube, iberian peninsula, northern humanist scholarship | court patronage, master of the revels, privy purse, royal commission",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/cfa79c66ab42.txt,https://drive.google.com/file/d/1E7qeUjmDxGvBOEe8AvA2PVU8qScvUgBL/view,modern-entertainment-pop-culture,default,"North American: World of Warcraft, Red Dead Redemption 2, Breaking Bad, The Simpsons | action/adventure: Alice in Borderland, Genshin Impact, Mission: Impossible – Fallout, Cyberpunk 2077 | scripted series/streaming show: Stranger Things, Abbott Elementary, The Mandalorian, Fleabag | video game: Fortnite, The Legend of Zelda: Breath of the Wild, Minecraft, Elden Ring","breaking bad, stranger things, the mandalorian, the simpsons | abbott elementary, alice in borderland, fleabag, stranger things | cyberpunk 2077, elden ring, genshin impact, the legend of zelda: breath of the wild | fortnite, minecraft, red dead redemption 2, world of warcraft",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/d03dbcb76aef.txt,https://drive.google.com/file/d/1l-7qdlD0Lsznu4PncORxWJJH6sO7mZmj/view,world-sport,default,"mostly Americas: Basketball (Americas), Softball (Americas), American Football (Americas), Baseball (Americas) | mostly Asia: Table Tennis (Asia), Sepak Takraw (Asia), Badminton (Asia), Cricket (Asia) | outdoor: Orienteering, Surfing, Disc Golf, Rock Climbing | team (large): Ultimate Frisbee, American Football, Baseball, Cricket","disc golf, orienteering, rock climbing, surfing | american football (americas), baseball (americas), basketball (americas), softball (americas) | badminton (asia), cricket (asia), sepak takraw (asia), table tennis (asia) | american football, baseball, cricket, ultimate frisbee",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/d0cb701cfa34.txt,https://drive.google.com/file/d/1U-LUPnPscW1A-DuwtfbnjXgzN_-Q6-XH/view,world-politics-governance,default,"economic and trade: Tariffs, Customs union, Industrial policy, Foreign direct investment | environment and climate: Carbon pricing, Climate adaptation, Biodiversity conservation, Renewable energy transition | national: Singapore Ministry of Trade and Industry, Supreme National Security Council of Iran, Brazilian Ministry of Environment and Climate Change, Presidency of Turkey | security and defense: Cyber defense operations, Military logistics, Counterterrorism strategy, Collective defense","customs union, foreign direct investment, industrial policy, tariffs | biodiversity conservation, carbon pricing, climate adaptation, renewable energy transition | collective defense, counterterrorism strategy, cyber defense operations, military logistics | brazilian ministry of environment and climate change, presidency of turkey, singapore ministry of trade and industry, supreme national security council of iran",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/d0f7fa920b47.txt,https://drive.google.com/file/d/1jPeZl4JJZ6dIqzAqqJLtKB4Y7id23wav/view,natural-sciences,default,"Biology: Chlorophyll Absorption Analysis, Neural Network Brain Simulation, Protein Folding Simulations, Gene Editing in Bacteria | Chemistry: Organic Synthesis, Planetary Geology Models, Drug Metabolism Analysis, Enzyme Kinetics | Experimental: Electrolysis of Water, Double-slit Experiment, Drop Tower Microgravity Test, Stellar Spectroscopy | Theoretical: Genetic Population Studies, Mathematical Population Genetics, Quantum Field Theory, Game Theory in Evolution","mathematical population genetics, neural network brain simulation, protein folding simulations, quantum field theory | chlorophyll absorption analysis, double-slit experiment, electrolysis of water, organic synthesis | drop tower microgravity test, gene editing in bacteria, planetary geology models, stellar spectroscopy | drug metabolism analysis, enzyme kinetics, game theory in evolution, genetic population studies",WRONG (0/4)
